Oficina de Control Migratorio,País,Año,Mes,Valor
Otras Oficinas Migratorias,ARMENIA,2019,11,0
Otras Oficinas Migratorias,AZERBAIYAN,2019,11,2
Otras Oficinas Migratorias,BAHREIN,2019,11,1
Otras Oficinas Migratorias,BANGLADESH,2019,11,0
Otras Oficinas Migratorias,BHUTAN,2019,11,0
Otras Oficinas Migratorias,CAMBOYA,2019,11,0
Otras Oficinas Migratorias,CEYLAN,2019,11,0
Otras Oficinas Migratorias,COREA DEL NORTE,2019,11,0
Otras Oficinas Migratorias,GEORGIA,2019,11,0
Otras Oficinas Migratorias,IRAN,2019,11,1
Otras Oficinas Migratorias,JORDANIA,2019,11,3
Otras Oficinas Migratorias,KAZAJSTAN,2019,11,1
Otras Oficinas Migratorias,KIRGUISTAN,2019,11,0
Otras Oficinas Migratorias,KUWAIT,2019,11,1
Otras Oficinas Migratorias,LAOS,2019,11,0
Otras Oficinas Migratorias,LIBANO,2019,11,0
Otras Oficinas Migratorias,MALDIVAS,2019,11,0
Otras Oficinas Migratorias,MONGOLIA,2019,11,0
Otras Oficinas Migratorias,MYANMAR,2019,11,7
Otras Oficinas Migratorias,NEPAL,2019,11,1
Otras Oficinas Migratorias,OMAN,2019,11,0
Otras Oficinas Migratorias,PAKISTAN,2019,11,5
Otras Oficinas Migratorias,PALESTINA,2019,11,0
Otras Oficinas Migratorias,SIKKIM,2019,11,0
Otras Oficinas Migratorias,SIRIA,2019,11,0
Otras Oficinas Migratorias,SRI LANKA,2019,11,2
Otras Oficinas Migratorias,TAYIKISTAN,2019,11,0
Otras Oficinas Migratorias,TURKMENISTAN,2019,11,0
Otras Oficinas Migratorias,UZBEKISTAN,2019,11,1
Otras Oficinas Migratorias,YEMEN,2019,11,0
Otras Oficinas Migratorias,TURQUIA,2019,11,104
Otras Oficinas Migratorias,SINGAPUR,2019,11,14
Otras Oficinas Migratorias,TAILANDIA,2019,11,7
Otras Oficinas Migratorias,TAIWAN,2019,11,35
Otras Oficinas Migratorias,VIETNAM,2019,11,4
Otras Oficinas Migratorias,BRUNEI,2019,10,0
Otras Oficinas Migratorias,CHINA (R.P),2019,10,211
Otras Oficinas Migratorias,COREA DEL SUR,2019,10,95
Otras Oficinas Migratorias,FILIPINAS,2019,10,109
Otras Oficinas Migratorias,HONG KONG,2019,10,7
Otras Oficinas Migratorias,INDONESIA,2019,10,72
Otras Oficinas Migratorias,JAPON,2019,10,93
Otras Oficinas Migratorias,MALASIA,2019,10,4
Otras Oficinas Migratorias,EMIRATOS ARABES UNIDOS,2019,10,0
Otras Oficinas Migratorias,INDIA,2019,10,57
Otras Oficinas Migratorias,ISRAEL,2019,10,47
Otras Oficinas Migratorias,IRAK,2019,10,0
Otras Oficinas Migratorias,KATAR,2019,10,0
Otras Oficinas Migratorias,AFGHANISTAN,2019,10,0
Otras Oficinas Migratorias,ARABIA SAUDITA,2019,10,0
Otras Oficinas Migratorias,ARMENIA,2019,10,0
Otras Oficinas Migratorias,AZERBAIYAN,2019,10,0
Otras Oficinas Migratorias,BAHREIN,2019,10,0
Otras Oficinas Migratorias,BANGLADESH,2019,10,1
Otras Oficinas Migratorias,BHUTAN,2019,10,0
Otras Oficinas Migratorias,CAMBOYA,2019,10,0
Otras Oficinas Migratorias,CEYLAN,2019,10,0
Otras Oficinas Migratorias,COREA DEL NORTE,2019,10,0
Otras Oficinas Migratorias,GEORGIA,2019,10,0
Otras Oficinas Migratorias,IRAN,2019,10,1
Otras Oficinas Migratorias,JORDANIA,2019,10,0
Otras Oficinas Migratorias,KAZAJSTAN,2019,10,0
Otras Oficinas Migratorias,KIRGUISTAN,2019,10,0
Otras Oficinas Migratorias,KUWAIT,2019,10,0
Otras Oficinas Migratorias,LAOS,2019,10,0
Otras Oficinas Migratorias,LIBANO,2019,10,0
Otras Oficinas Migratorias,MALDIVAS,2019,10,0
Otras Oficinas Migratorias,MONGOLIA,2019,10,0
Otras Oficinas Migratorias,MYANMAR,2019,10,3
Otras Oficinas Migratorias,NEPAL,2019,10,3
Otras Oficinas Migratorias,OMAN,2019,10,0
Otras Oficinas Migratorias,PAKISTAN,2019,10,0
Otras Oficinas Migratorias,PALESTINA,2019,10,0
Otras Oficinas Migratorias,SIKKIM,2019,10,0
Otras Oficinas Migratorias,SIRIA,2019,10,0
Otras Oficinas Migratorias,SRI LANKA,2019,10,0
Otras Oficinas Migratorias,TAYIKISTAN,2019,10,0
Otras Oficinas Migratorias,TURKMENISTAN,2019,10,0
Otras Oficinas Migratorias,UZBEKISTAN,2019,10,0
Otras Oficinas Migratorias,YEMEN,2019,10,0
Otras Oficinas Migratorias,TURQUIA,2019,10,22
Otras Oficinas Migratorias,SINGAPUR,2019,10,12
Otras Oficinas Migratorias,TAILANDIA,2019,10,37
Otras Oficinas Migratorias,TAIWAN,2019,10,38
Otras Oficinas Migratorias,VIETNAM,2019,10,4
Otras Oficinas Migratorias,BRUNEI,2019,9,0
Otras Oficinas Migratorias,CHINA (R.P),2019,9,208
Otras Oficinas Migratorias,COREA DEL SUR,2019,9,57
Otras Oficinas Migratorias,FILIPINAS,2019,9,79
Otras Oficinas Migratorias,HONG KONG,2019,9,11
Otras Oficinas Migratorias,INDONESIA,2019,9,126
Otras Oficinas Migratorias,JAPON,2019,9,111
Otras Oficinas Migratorias,MALASIA,2019,9,14
Otras Oficinas Migratorias,EMIRATOS ARABES UNIDOS,2019,9,1
Otras Oficinas Migratorias,INDIA,2019,9,42
Otras Oficinas Migratorias,ISRAEL,2019,9,37
Otras Oficinas Migratorias,IRAK,2019,9,0
Otras Oficinas Migratorias,KATAR,2019,9,1
Otras Oficinas Migratorias,AFGHANISTAN,2019,9,0
Otras Oficinas Migratorias,ARABIA SAUDITA,2019,9,1
Otras Oficinas Migratorias,ARMENIA,2019,9,0
Otras Oficinas Migratorias,AZERBAIYAN,2019,9,0
Otras Oficinas Migratorias,BAHREIN,2019,9,0
Otras Oficinas Migratorias,BANGLADESH,2019,9,0
Otras Oficinas Migratorias,BHUTAN,2019,9,0
Otras Oficinas Migratorias,CAMBOYA,2019,9,0
Otras Oficinas Migratorias,CEYLAN,2019,9,0
Otras Oficinas Migratorias,COREA DEL NORTE,2019,9,0
Otras Oficinas Migratorias,GEORGIA,2019,9,0
Otras Oficinas Migratorias,IRAN,2019,9,1
Otras Oficinas Migratorias,JORDANIA,2019,9,1
Otras Oficinas Migratorias,KAZAJSTAN,2019,9,2
Otras Oficinas Migratorias,KIRGUISTAN,2019,9,0
Otras Oficinas Migratorias,KUWAIT,2019,9,0
Otras Oficinas Migratorias,LAOS,2019,9,0
Otras Oficinas Migratorias,LIBANO,2019,9,0
Otras Oficinas Migratorias,MALDIVAS,2019,9,0
Otras Oficinas Migratorias,MONGOLIA,2019,9,1
Otras Oficinas Migratorias,MYANMAR,2019,9,3
Otras Oficinas Migratorias,NEPAL,2019,9,0
Otras Oficinas Migratorias,OMAN,2019,9,0
Otras Oficinas Migratorias,PAKISTAN,2019,9,0
Otras Oficinas Migratorias,PALESTINA,2019,9,0
Otras Oficinas Migratorias,SIKKIM,2019,9,0
Otras Oficinas Migratorias,SIRIA,2019,9,0
Otras Oficinas Migratorias,SRI LANKA,2019,9,1
Otras Oficinas Migratorias,TAYIKISTAN,2019,9,0
Otras Oficinas Migratorias,TURKMENISTAN,2019,9,0
Otras Oficinas Migratorias,UZBEKISTAN,2019,9,0
Otras Oficinas Migratorias,YEMEN,2019,9,0
Otras Oficinas Migratorias,TURQUIA,2019,9,18
Otras Oficinas Migratorias,SINGAPUR,2019,9,20
Otras Oficinas Migratorias,TAILANDIA,2019,9,12
Otras Oficinas Migratorias,TAIWAN,2019,9,20
Otras Oficinas Migratorias,VIETNAM,2019,9,10
Otras Oficinas Migratorias,ALEMANIA,2019,4,404
Otras Oficinas Migratorias,BELGICA,2019,4,45
Otras Oficinas Migratorias,ESPAÑA,2019,4,202
Otras Oficinas Migratorias,FRANCIA,2019,4,297
Otras Oficinas Migratorias,ITALIA,2019,4,88
Otras Oficinas Migratorias,PAISES BAJOS (Holanda),2019,4,117
Otras Oficinas Migratorias,PORTUGAL,2019,4,42
Otras Oficinas Migratorias,REINO UNIDO,2019,4,785
Otras Oficinas Migratorias,AUSTRIA,2019,4,46
Otras Oficinas Migratorias,BELORUSIA,2019,4,0
Otras Oficinas Migratorias,BULGARIA,2019,4,15
Otras Oficinas Migratorias,DINAMARCA,2019,4,38
Otras Oficinas Migratorias,FINLANDIA,2019,4,8
Otras Oficinas Migratorias,GRECIA,2019,4,12
Otras Oficinas Migratorias,IRLANDA,2019,4,40
Otras Oficinas Migratorias,LUXEMBURGO,2019,4,1
Otras Oficinas Migratorias,NORUEGA,2019,4,30
Otras Oficinas Migratorias,POLONIA,2019,4,40
Otras Oficinas Migratorias,REP.CHECA,2019,4,21
Otras Oficinas Migratorias,CROACIA,2019,4,5
Otras Oficinas Migratorias,ESLOVAQUIA,2019,4,5
Otras Oficinas Migratorias,ESLOVENIA,2019,4,2
Otras Oficinas Migratorias,HUNGRIA,2019,4,8
Otras Oficinas Migratorias,LITUANIA,2019,4,9
Otras Oficinas Migratorias,ALBANIA,2019,4,0
Otras Oficinas Migratorias,ANDORRA,2019,4,0
Otras Oficinas Migratorias,BOSNIA Y HERZEGOVINA,2019,4,0
Otras Oficinas Migratorias,CHIPRE,2019,4,0
Otras Oficinas Migratorias,ESTONIA,2019,4,1
Otras Oficinas Migratorias,EX R.YUG.MACEDONIA,2019,4,0
Otras Oficinas Migratorias,GROENLANDIA,2019,4,0
Otras Oficinas Migratorias,ISLANDIA,2019,4,8
Otras Oficinas Migratorias,LETONIA,2019,4,0
Otras Oficinas Migratorias,LIECHTENSTEIN,2019,4,0
Otras Oficinas Migratorias,MALTA,2019,4,3
Otras Oficinas Migratorias,MONACO,2019,4,0
Otras Oficinas Migratorias,R.F.YUGOSLAVIA,2019,4,0
Otras Oficinas Migratorias,REP.MOLDOVA,2019,4,0
Otras Oficinas Migratorias,SAN MARINO,2019,4,0
Otras Oficinas Migratorias,VATICANO,2019,4,0
Desaguadero,ESLOVENIA,2025,1,0
Desaguadero,HUNGRIA,2025,1,8
Desaguadero,LITUANIA,2025,1,4
Desaguadero,ALBANIA,2025,1,0
Desaguadero,ANDORRA,2025,1,0
Desaguadero,BOSNIA Y HERZEGOVINA,2025,1,1
Desaguadero,CHIPRE,2025,1,0
Desaguadero,ESTONIA,2025,1,1
Desaguadero,EX R.YUG.MACEDONIA,2025,1,0
Desaguadero,GROENLANDIA,2025,1,0
Desaguadero,ISLANDIA,2025,1,0
Desaguadero,LETONIA,2025,1,1
Desaguadero,LIECHTENSTEIN,2025,1,0
Desaguadero,MALTA,2025,1,0
Desaguadero,MONACO,2025,1,0
Desaguadero,R.F.YUGOSLAVIA,2025,1,0
Desaguadero,REP.MOLDOVA,2025,1,0
Desaguadero,SAN MARINO,2025,1,0
Desaguadero,VATICANO,2025,1,0
Desaguadero,RUMANIA,2025,1,2
Desaguadero,UCRANIA,2025,1,1
Desaguadero,SUECIA,2025,1,36
Desaguadero,SUIZA,2025,1,31
Desaguadero,RUSIA,2025,1,23
Desaguadero,ALEMANIA,2025,2,167
Desaguadero,BELGICA,2025,2,11
Desaguadero,ESPAÑA,2025,2,49
Desaguadero,FRANCIA,2025,2,141
Desaguadero,ITALIA,2025,2,57
Desaguadero,PAISES BAJOS (Holanda),2025,2,35
Desaguadero,PORTUGAL,2025,2,14
Desaguadero,REINO UNIDO,2025,2,84
Desaguadero,AUSTRIA,2025,2,11
Desaguadero,BELORUSIA,2025,2,2
Desaguadero,BULGARIA,2025,2,0
Desaguadero,DINAMARCA,2025,2,12
Desaguadero,FINLANDIA,2025,2,5
Desaguadero,GRECIA,2025,2,2
Desaguadero,IRLANDA,2025,2,21
Desaguadero,LUXEMBURGO,2025,2,0
Desaguadero,NORUEGA,2025,2,11
Desaguadero,POLONIA,2025,2,100
Desaguadero,REP.CHECA,2025,2,21
Desaguadero,CROACIA,2025,2,6
Desaguadero,ESLOVAQUIA,2025,2,17
Desaguadero,ESLOVENIA,2025,2,2
Desaguadero,HUNGRIA,2025,2,2
Desaguadero,LITUANIA,2025,2,8
Desaguadero,ALBANIA,2025,2,0
Desaguadero,ANDORRA,2025,2,0
Desaguadero,BOSNIA Y HERZEGOVINA,2025,2,3
Desaguadero,CHIPRE,2025,2,0
Desaguadero,ESTONIA,2025,2,0
Desaguadero,EX R.YUG.MACEDONIA,2025,2,0
Desaguadero,GROENLANDIA,2025,2,0
Desaguadero,ISLANDIA,2025,2,1
Desaguadero,LETONIA,2025,2,2
Desaguadero,LIECHTENSTEIN,2025,2,0
Desaguadero,MALTA,2025,2,0
Desaguadero,MONACO,2025,2,0
Desaguadero,R.F.YUGOSLAVIA,2025,2,0
Desaguadero,REP.MOLDOVA,2025,2,0
Desaguadero,SAN MARINO,2025,2,0
Desaguadero,VATICANO,2025,2,0
Desaguadero,RUMANIA,2025,2,4
Desaguadero,UCRANIA,2025,2,1
Desaguadero,SUECIA,2025,2,42
Desaguadero,SUIZA,2025,2,22
Desaguadero,RUSIA,2025,2,32
Desaguadero,ALEMANIA,2025,7,
Desaguadero,BELGICA,2025,7,
Desaguadero,ESPAÑA,2025,7,
Desaguadero,FRANCIA,2025,7,
Desaguadero,ITALIA,2025,7,
Desaguadero,PAISES BAJOS (Holanda),2025,7,
Desaguadero,PORTUGAL,2025,7,
Desaguadero,REINO UNIDO,2025,7,
Desaguadero,AUSTRIA,2025,7,
Desaguadero,BELORUSIA,2025,7,
Desaguadero,BULGARIA,2025,7,
Desaguadero,DINAMARCA,2025,7,
Desaguadero,FINLANDIA,2025,7,
Desaguadero,GRECIA,2025,7,
Desaguadero,IRLANDA,2025,7,
Desaguadero,LUXEMBURGO,2025,7,
Desaguadero,NORUEGA,2025,7,
Desaguadero,POLONIA,2025,7,
Desaguadero,REP.CHECA,2025,7,
Desaguadero,CROACIA,2025,7,
Desaguadero,ESLOVAQUIA,2025,7,
Desaguadero,ESLOVENIA,2025,7,
Desaguadero,HUNGRIA,2025,7,
Desaguadero,LITUANIA,2025,7,
Desaguadero,ALBANIA,2025,7,
Desaguadero,ANDORRA,2025,7,
Desaguadero,BOSNIA Y HERZEGOVINA,2025,7,
Desaguadero,CHIPRE,2025,7,
Desaguadero,ESTONIA,2025,7,
Desaguadero,EX R.YUG.MACEDONIA,2025,7,
Desaguadero,GROENLANDIA,2025,7,
Desaguadero,ISLANDIA,2025,7,
Desaguadero,LETONIA,2025,7,
Desaguadero,LIECHTENSTEIN,2025,7,
Desaguadero,MALTA,2025,7,
Desaguadero,MONACO,2025,7,
Desaguadero,R.F.YUGOSLAVIA,2025,7,
Desaguadero,REP.MOLDOVA,2025,7,
Desaguadero,SAN MARINO,2025,7,
Desaguadero,VATICANO,2025,7,
Desaguadero,RUMANIA,2025,7,
Desaguadero,UCRANIA,2025,7,
Desaguadero,SUECIA,2025,7,
Desaguadero,SUIZA,2025,7,
Desaguadero,RUSIA,2025,7,
Desaguadero,ALEMANIA,2025,6,144
Desaguadero,BELGICA,2025,6,17
Desaguadero,ESPAÑA,2025,6,39
Desaguadero,FRANCIA,2025,6,225
Desaguadero,ITALIA,2025,6,83
Desaguadero,PAISES BAJOS (Holanda),2025,6,47
Desaguadero,PORTUGAL,2025,6,20
Desaguadero,REINO UNIDO,2025,6,137
Desaguadero,AUSTRIA,2025,6,19
Desaguadero,BELORUSIA,2025,6,4
Desaguadero,BULGARIA,2025,6,3
Desaguadero,DINAMARCA,2025,6,7
Otras Oficinas Migratorias,MALTA,2024,7,0
Otras Oficinas Migratorias,MONACO,2024,7,1
Otras Oficinas Migratorias,R.F.YUGOSLAVIA,2024,7,0
Otras Oficinas Migratorias,REP.MOLDOVA,2024,7,0
Otras Oficinas Migratorias,SAN MARINO,2024,7,0
Otras Oficinas Migratorias,VATICANO,2024,7,0
Otras Oficinas Migratorias,RUMANIA,2024,7,10
Otras Oficinas Migratorias,UCRANIA,2024,7,18
Otras Oficinas Migratorias,SUECIA,2024,7,24
Otras Oficinas Migratorias,SUIZA,2024,7,50
Otras Oficinas Migratorias,RUSIA,2024,7,35
Otras Oficinas Migratorias,ALEMANIA,2024,6,103
Otras Oficinas Migratorias,BELGICA,2024,6,12
Otras Oficinas Migratorias,ESPAÑA,2024,6,159
Otras Oficinas Migratorias,FRANCIA,2024,6,139
Otras Oficinas Migratorias,ITALIA,2024,6,63
Otras Oficinas Migratorias,PAISES BAJOS (Holanda),2024,6,36
Otras Oficinas Migratorias,PORTUGAL,2024,6,16
Otras Oficinas Migratorias,REINO UNIDO,2024,6,265
Otras Oficinas Migratorias,AUSTRIA,2024,6,7
Otras Oficinas Migratorias,BELORUSIA,2024,6,0
Otras Oficinas Migratorias,BULGARIA,2024,6,6
Otras Oficinas Migratorias,DINAMARCA,2024,6,20
Otras Oficinas Migratorias,FINLANDIA,2024,6,4
Otras Oficinas Migratorias,GRECIA,2024,6,11
Otras Oficinas Migratorias,IRLANDA,2024,6,25
Otras Oficinas Migratorias,LUXEMBURGO,2024,6,0
Otras Oficinas Migratorias,NORUEGA,2024,6,10
Otras Oficinas Migratorias,POLONIA,2024,6,28
Otras Oficinas Migratorias,REP.CHECA,2024,6,7
Otras Oficinas Migratorias,CROACIA,2024,6,6
Otras Oficinas Migratorias,ESLOVAQUIA,2024,6,3
Otras Oficinas Migratorias,ESLOVENIA,2024,6,0
Otras Oficinas Migratorias,HUNGRIA,2024,6,0
Otras Oficinas Migratorias,LITUANIA,2024,6,4
Otras Oficinas Migratorias,ALBANIA,2024,6,0
Otras Oficinas Migratorias,ANDORRA,2024,6,0
Otras Oficinas Migratorias,BOSNIA Y HERZEGOVINA,2024,6,0
Otras Oficinas Migratorias,CHIPRE,2024,6,2
Otras Oficinas Migratorias,ESTONIA,2024,6,1
Otras Oficinas Migratorias,EX R.YUG.MACEDONIA,2024,6,0
Otras Oficinas Migratorias,GROENLANDIA,2024,6,0
Otras Oficinas Migratorias,ISLANDIA,2024,6,0
Otras Oficinas Migratorias,LETONIA,2024,6,0
Otras Oficinas Migratorias,LIECHTENSTEIN,2024,6,0
Otras Oficinas Migratorias,MALTA,2024,6,0
Otras Oficinas Migratorias,MONACO,2024,6,0
Otras Oficinas Migratorias,R.F.YUGOSLAVIA,2024,6,0
Otras Oficinas Migratorias,REP.MOLDOVA,2024,6,0
Otras Oficinas Migratorias,SAN MARINO,2024,6,0
Otras Oficinas Migratorias,VATICANO,2024,6,0
Otras Oficinas Migratorias,RUMANIA,2024,6,15
Otras Oficinas Migratorias,UCRANIA,2024,6,32
Otras Oficinas Migratorias,SUECIA,2024,6,5
Otras Oficinas Migratorias,SUIZA,2024,6,39
Otras Oficinas Migratorias,RUSIA,2024,6,30
Otras Oficinas Migratorias,ALEMANIA,2024,3,224
Otras Oficinas Migratorias,BELGICA,2024,3,26
Otras Oficinas Migratorias,ESPAÑA,2024,3,101
Otras Oficinas Migratorias,FRANCIA,2024,3,179
Otras Oficinas Migratorias,ITALIA,2024,3,74
Otras Oficinas Migratorias,PAISES BAJOS (Holanda),2024,3,81
Otras Oficinas Migratorias,PORTUGAL,2024,3,19
Otras Oficinas Migratorias,REINO UNIDO,2024,3,391
Otras Oficinas Migratorias,AUSTRIA,2024,3,27
Otras Oficinas Migratorias,BELORUSIA,2024,3,1
Otras Oficinas Migratorias,BULGARIA,2024,3,16
Otras Oficinas Migratorias,DINAMARCA,2024,3,58
Otras Oficinas Migratorias,FINLANDIA,2024,3,7
Otras Oficinas Migratorias,GRECIA,2024,3,25
Otras Oficinas Migratorias,IRLANDA,2024,3,48
Otras Oficinas Migratorias,LUXEMBURGO,2024,3,1
Otras Oficinas Migratorias,NORUEGA,2024,3,11
Otras Oficinas Migratorias,POLONIA,2024,3,37
Otras Oficinas Migratorias,REP.CHECA,2024,3,5
Otras Oficinas Migratorias,CROACIA,2024,3,10
Otras Oficinas Migratorias,ESLOVAQUIA,2024,3,9
Otras Oficinas Migratorias,ESLOVENIA,2024,3,3
Otras Oficinas Migratorias,HUNGRIA,2024,3,12
Otras Oficinas Migratorias,LITUANIA,2024,3,29
Otras Oficinas Migratorias,ALBANIA,2024,3,0
Otras Oficinas Migratorias,ANDORRA,2024,3,0
Otras Oficinas Migratorias,BOSNIA Y HERZEGOVINA,2024,3,0
Otras Oficinas Migratorias,CHIPRE,2024,3,4
Otras Oficinas Migratorias,ESTONIA,2024,3,8
Otras Oficinas Migratorias,EX R.YUG.MACEDONIA,2024,3,0
Otras Oficinas Migratorias,GROENLANDIA,2024,3,0
Otras Oficinas Migratorias,ISLANDIA,2024,3,3
Otras Oficinas Migratorias,LETONIA,2024,3,4
Otras Oficinas Migratorias,LIECHTENSTEIN,2024,3,0
Otras Oficinas Migratorias,MALTA,2024,3,2
Otras Oficinas Migratorias,MONACO,2024,3,0
Otras Oficinas Migratorias,R.F.YUGOSLAVIA,2024,3,0
Otras Oficinas Migratorias,REP.MOLDOVA,2024,3,0
Otras Oficinas Migratorias,SAN MARINO,2024,3,0
Otras Oficinas Migratorias,VATICANO,2024,3,0
Otras Oficinas Migratorias,RUMANIA,2024,3,12
Otras Oficinas Migratorias,UCRANIA,2024,3,43
Otras Oficinas Migratorias,SUECIA,2024,3,27
Otras Oficinas Migratorias,SUIZA,2024,3,70
Otras Oficinas Migratorias,RUSIA,2024,3,35
Otras Oficinas Migratorias,ALEMANIA,2024,5,178
Otras Oficinas Migratorias,BELGICA,2024,5,19
Otras Oficinas Migratorias,ESPAÑA,2024,5,98
Otras Oficinas Migratorias,FRANCIA,2024,5,298
Otras Oficinas Migratorias,ITALIA,2024,5,106
Otras Oficinas Migratorias,PAISES BAJOS (Holanda),2024,5,56
Otras Oficinas Migratorias,PORTUGAL,2024,5,18
Otras Oficinas Migratorias,REINO UNIDO,2024,5,352
Otras Oficinas Migratorias,AUSTRIA,2024,5,23
Otras Oficinas Migratorias,BELORUSIA,2024,5,0
Otras Oficinas Migratorias,BULGARIA,2024,5,5
Otras Oficinas Migratorias,DINAMARCA,2024,5,43
Otras Oficinas Migratorias,FINLANDIA,2024,5,5
Otras Oficinas Migratorias,GRECIA,2024,5,22
Otras Oficinas Migratorias,IRLANDA,2024,5,36
Otras Oficinas Migratorias,LUXEMBURGO,2024,5,0
Otras Oficinas Migratorias,NORUEGA,2024,5,3
Otras Oficinas Migratorias,POLONIA,2024,5,22
Otras Oficinas Migratorias,REP.CHECA,2024,5,5
Otras Oficinas Migratorias,CROACIA,2024,5,12
Otras Oficinas Migratorias,ESLOVAQUIA,2024,5,6
Otras Oficinas Migratorias,ESLOVENIA,2024,5,4
Otras Oficinas Migratorias,HUNGRIA,2024,5,5
Otras Oficinas Migratorias,LITUANIA,2024,5,4
Otras Oficinas Migratorias,ALBANIA,2024,5,0
Otras Oficinas Migratorias,ANDORRA,2024,5,0
Otras Oficinas Migratorias,BOSNIA Y HERZEGOVINA,2024,5,0
Otras Oficinas Migratorias,CHIPRE,2024,5,0
Otras Oficinas Migratorias,ESTONIA,2024,5,4
Otras Oficinas Migratorias,EX R.YUG.MACEDONIA,2024,5,0
Otras Oficinas Migratorias,GROENLANDIA,2024,5,0
Otras Oficinas Migratorias,ISLANDIA,2024,5,3
Otras Oficinas Migratorias,LETONIA,2024,5,1
Otras Oficinas Migratorias,LIECHTENSTEIN,2024,5,1
Otras Oficinas Migratorias,MALTA,2024,5,2
Otras Oficinas Migratorias,MONACO,2024,5,0
Otras Oficinas Migratorias,R.F.YUGOSLAVIA,2024,5,0
Otras Oficinas Migratorias,REP.MOLDOVA,2024,5,0
Otras Oficinas Migratorias,SAN MARINO,2024,5,0
Otras Oficinas Migratorias,VATICANO,2024,5,0
Otras Oficinas Migratorias,RUMANIA,2024,5,11
Otras Oficinas Migratorias,UCRANIA,2024,5,20
Otras Oficinas Migratorias,SUECIA,2024,5,17
Otras Oficinas Migratorias,SUIZA,2024,5,62
Otras Oficinas Migratorias,RUSIA,2024,5,33
Otras Oficinas Migratorias,ALEMANIA,2024,11,195
Otras Oficinas Migratorias,BELGICA,2024,11,26
Otras Oficinas Migratorias,ESPAÑA,2024,11,160
Otras Oficinas Migratorias,FRANCIA,2024,11,152
Otras Oficinas Migratorias,ITALIA,2024,11,100
Otras Oficinas Migratorias,PAISES BAJOS (Holanda),2024,11,56
Otras Oficinas Migratorias,PORTUGAL,2024,11,22
Otras Oficinas Migratorias,REINO UNIDO,2024,11,302
Otras Oficinas Migratorias,AUSTRIA,2024,11,25
Otras Oficinas Migratorias,BELORUSIA,2024,11,0
Otras Oficinas Migratorias,BULGARIA,2024,11,2
Otras Oficinas Migratorias,DINAMARCA,2024,11,62
Otras Oficinas Migratorias,FINLANDIA,2024,11,6
Otras Oficinas Migratorias,GRECIA,2024,11,20
Otras Oficinas Migratorias,IRLANDA,2024,11,31
Otras Oficinas Migratorias,LUXEMBURGO,2024,11,1
Otras Oficinas Migratorias,NORUEGA,2024,11,13
Otras Oficinas Migratorias,POLONIA,2024,11,38
Otras Oficinas Migratorias,REP.CHECA,2024,11,15
Otras Oficinas Migratorias,CROACIA,2024,11,3
Otras Oficinas Migratorias,ESLOVAQUIA,2024,11,7
Otras Oficinas Migratorias,ESLOVENIA,2024,11,7
Otras Oficinas Migratorias,HUNGRIA,2024,11,2
Otras Oficinas Migratorias,LITUANIA,2024,11,35
Otras Oficinas Migratorias,ALBANIA,2024,11,0
Otras Oficinas Migratorias,ANDORRA,2024,11,0
Otras Oficinas Migratorias,BOSNIA Y HERZEGOVINA,2024,11,2
Otras Oficinas Migratorias,CHIPRE,2024,11,0
Otras Oficinas Migratorias,ESTONIA,2024,11,8
Otras Oficinas Migratorias,EX R.YUG.MACEDONIA,2024,11,0
Otras Oficinas Migratorias,GROENLANDIA,2024,11,0
Otras Oficinas Migratorias,ISLANDIA,2024,11,12
Otras Oficinas Migratorias,LETONIA,2024,11,5
Otras Oficinas Migratorias,LIECHTENSTEIN,2024,11,0
Otras Oficinas Migratorias,MALTA,2024,11,0
Otras Oficinas Migratorias,MONACO,2024,11,2
Otras Oficinas Migratorias,R.F.YUGOSLAVIA,2024,11,0
Otras Oficinas Migratorias,REP.MOLDOVA,2024,11,0
Otras Oficinas Migratorias,SAN MARINO,2024,11,0
Otras Oficinas Migratorias,VATICANO,2024,11,0
Otras Oficinas Migratorias,RUMANIA,2024,11,29
Otras Oficinas Migratorias,UCRANIA,2024,11,23
Otras Oficinas Migratorias,SUECIA,2024,11,20
Otras Oficinas Migratorias,SUIZA,2024,11,51
Otras Oficinas Migratorias,RUSIA,2024,11,35
Otras Oficinas Migratorias,ALEMANIA,2024,10,243
Otras Oficinas Migratorias,BELGICA,2024,10,30
Otras Oficinas Migratorias,ESPAÑA,2024,10,128
Otras Oficinas Migratorias,FRANCIA,2024,10,259
Otras Oficinas Migratorias,ITALIA,2024,10,72
Otras Oficinas Migratorias,PAISES BAJOS (Holanda),2024,10,118
Otras Oficinas Migratorias,PORTUGAL,2024,10,25
Otras Oficinas Migratorias,REINO UNIDO,2024,10,485
Otras Oficinas Migratorias,AUSTRIA,2024,10,16
Otras Oficinas Migratorias,BELORUSIA,2024,10,0
Otras Oficinas Migratorias,BULGARIA,2024,10,5
Otras Oficinas Migratorias,DINAMARCA,2024,10,49
Otras Oficinas Migratorias,FINLANDIA,2024,10,3
Otras Oficinas Migratorias,GRECIA,2024,10,9
Otras Oficinas Migratorias,IRLANDA,2024,10,51
Otras Oficinas Migratorias,LUXEMBURGO,2024,10,0
Otras Oficinas Migratorias,NORUEGA,2024,10,41
Otras Oficinas Migratorias,POLONIA,2024,10,26
Otras Oficinas Migratorias,REP.CHECA,2024,10,13
Otras Oficinas Migratorias,CROACIA,2024,10,4
