Oficina de Control Migratorio,País,Año,Mes,Valor
CEBAF - Tumbes,MALTA,2020,7,0
CEBAF - Tumbes,MONACO,2020,7,0
CEBAF - Tumbes,R.F.YUGOSLAVIA,2020,7,0
CEBAF - Tumbes,REP.MOLDOVA,2020,7,0
CEBAF - Tumbes,SAN MARINO,2020,7,0
CEBAF - Tumbes,VATICANO,2020,7,0
CEBAF - Tumbes,RUMANIA,2020,7,0
CEBAF - Tumbes,UCRANIA,2020,7,0
CEBAF - Tumbes,SUECIA,2020,7,0
CEBAF - Tumbes,SUIZA,2020,7,0
CEBAF - Tumbes,RUSIA,2020,7,0
CEBAF - Tumbes,ALEMANIA,2020,6,0
CEBAF - Tumbes,BELGICA,2020,6,0
CEBAF - Tumbes,ESPAÑA,2020,6,0
CEBAF - Tumbes,FRANCIA,2020,6,0
CEBAF - Tumbes,ITALIA,2020,6,0
CEBAF - Tumbes,PAISES BAJOS (Holanda),2020,6,0
CEBAF - Tumbes,PORTUGAL,2020,6,0
CEBAF - Tumbes,REINO UNIDO,2020,6,0
CEBAF - Tumbes,AUSTRIA,2020,6,0
CEBAF - Tumbes,BELORUSIA,2020,6,0
CEBAF - Tumbes,BULGARIA,2020,6,0
CEBAF - Tumbes,DINAMARCA,2020,6,0
CEBAF - Tumbes,FINLANDIA,2020,6,0
CEBAF - Tumbes,GRECIA,2020,6,0
CEBAF - Tumbes,IRLANDA,2020,6,0
CEBAF - Tumbes,LUXEMBURGO,2020,6,0
CEBAF - Tumbes,NORUEGA,2020,6,0
CEBAF - Tumbes,POLONIA,2020,6,0
CEBAF - Tumbes,REP.CHECA,2020,6,0
CEBAF - Tumbes,CROACIA,2020,6,0
CEBAF - Tumbes,ESLOVAQUIA,2020,6,0
CEBAF - Tumbes,ESLOVENIA,2020,6,0
CEBAF - Tumbes,HUNGRIA,2020,6,0
CEBAF - Tumbes,LITUANIA,2020,6,0
CEBAF - Tumbes,ALBANIA,2020,6,0
CEBAF - Tumbes,ANDORRA,2020,6,0
CEBAF - Tumbes,BOSNIA Y HERZEGOVINA,2020,6,0
CEBAF - Tumbes,CHIPRE,2020,6,0
CEBAF - Tumbes,ESTONIA,2020,6,0
CEBAF - Tumbes,EX R.YUG.MACEDONIA,2020,6,0
CEBAF - Tumbes,GROENLANDIA,2020,6,0
CEBAF - Tumbes,ISLANDIA,2020,6,0
CEBAF - Tumbes,LETONIA,2020,6,0
CEBAF - Tumbes,LIECHTENSTEIN,2020,6,0
CEBAF - Tumbes,MALTA,2020,6,0
CEBAF - Tumbes,MONACO,2020,6,0
CEBAF - Tumbes,R.F.YUGOSLAVIA,2020,6,0
CEBAF - Tumbes,REP.MOLDOVA,2020,6,0
CEBAF - Tumbes,SAN MARINO,2020,6,0
CEBAF - Tumbes,VATICANO,2020,6,0
CEBAF - Tumbes,RUMANIA,2020,6,0
CEBAF - Tumbes,UCRANIA,2020,6,0
CEBAF - Tumbes,SUECIA,2020,6,0
CEBAF - Tumbes,SUIZA,2020,6,0
CEBAF - Tumbes,RUSIA,2020,6,0
CEBAF - Tumbes,ALEMANIA,2020,3,121
CEBAF - Tumbes,BELGICA,2020,3,12
CEBAF - Tumbes,ESPAÑA,2020,3,55
CEBAF - Tumbes,FRANCIA,2020,3,94
CEBAF - Tumbes,ITALIA,2020,3,30
CEBAF - Tumbes,PAISES BAJOS (Holanda),2020,3,32
CEBAF - Tumbes,PORTUGAL,2020,3,3
CEBAF - Tumbes,REINO UNIDO,2020,3,57
CEBAF - Tumbes,AUSTRIA,2020,3,10
CEBAF - Tumbes,BELORUSIA,2020,3,0
CEBAF - Tumbes,BULGARIA,2020,3,0
CEBAF - Tumbes,DINAMARCA,2020,3,56
CEBAF - Tumbes,FINLANDIA,2020,3,0
CEBAF - Tumbes,GRECIA,2020,3,0
CEBAF - Tumbes,IRLANDA,2020,3,20
CEBAF - Tumbes,LUXEMBURGO,2020,3,0
CEBAF - Tumbes,NORUEGA,2020,3,11
CEBAF - Tumbes,POLONIA,2020,3,12
CEBAF - Tumbes,REP.CHECA,2020,3,4
CEBAF - Tumbes,CROACIA,2020,3,0
CEBAF - Tumbes,ESLOVAQUIA,2020,3,2
CEBAF - Tumbes,ESLOVENIA,2020,3,2
CEBAF - Tumbes,HUNGRIA,2020,3,1
CEBAF - Tumbes,LITUANIA,2020,3,2
CEBAF - Tumbes,ALBANIA,2020,3,0
CEBAF - Tumbes,ANDORRA,2020,3,0
CEBAF - Tumbes,BOSNIA Y HERZEGOVINA,2020,3,0
CEBAF - Tumbes,CHIPRE,2020,3,0
CEBAF - Tumbes,ESTONIA,2020,3,0
CEBAF - Tumbes,EX R.YUG.MACEDONIA,2020,3,0
CEBAF - Tumbes,GROENLANDIA,2020,3,0
CEBAF - Tumbes,ISLANDIA,2020,3,2
CEBAF - Tumbes,LETONIA,2020,3,1
CEBAF - Tumbes,LIECHTENSTEIN,2020,3,1
CEBAF - Tumbes,MALTA,2020,3,0
CEBAF - Tumbes,MONACO,2020,3,0
CEBAF - Tumbes,R.F.YUGOSLAVIA,2020,3,0
CEBAF - Tumbes,REP.MOLDOVA,2020,3,0
CEBAF - Tumbes,SAN MARINO,2020,3,0
CEBAF - Tumbes,VATICANO,2020,3,0
CEBAF - Tumbes,RUMANIA,2020,3,1
CEBAF - Tumbes,UCRANIA,2020,3,3
CEBAF - Tumbes,SUECIA,2020,3,20
CEBAF - Tumbes,SUIZA,2020,3,15
CEBAF - Tumbes,RUSIA,2020,3,4
CEBAF - Tumbes,ALEMANIA,2020,5,0
CEBAF - Tumbes,BELGICA,2020,5,0
CEBAF - Tumbes,ESPAÑA,2020,5,0
CEBAF - Tumbes,FRANCIA,2020,5,0
CEBAF - Tumbes,ITALIA,2020,5,0
CEBAF - Tumbes,PAISES BAJOS (Holanda),2020,5,0
CEBAF - Tumbes,PORTUGAL,2020,5,0
CEBAF - Tumbes,REINO UNIDO,2020,5,0
CEBAF - Tumbes,AUSTRIA,2020,5,0
CEBAF - Tumbes,BELORUSIA,2020,5,0
CEBAF - Tumbes,BULGARIA,2020,5,0
CEBAF - Tumbes,DINAMARCA,2020,5,0
CEBAF - Tumbes,FINLANDIA,2020,5,0
CEBAF - Tumbes,GRECIA,2020,5,0
CEBAF - Tumbes,IRLANDA,2020,5,0
CEBAF - Tumbes,LUXEMBURGO,2020,5,0
CEBAF - Tumbes,NORUEGA,2020,5,0
CEBAF - Tumbes,POLONIA,2020,5,0
CEBAF - Tumbes,REP.CHECA,2020,5,0
CEBAF - Tumbes,CROACIA,2020,5,0
CEBAF - Tumbes,ESLOVAQUIA,2020,5,0
CEBAF - Tumbes,ESLOVENIA,2020,5,0
CEBAF - Tumbes,HUNGRIA,2020,5,0
CEBAF - Tumbes,LITUANIA,2020,5,0
CEBAF - Tumbes,ALBANIA,2020,5,0
CEBAF - Tumbes,ANDORRA,2020,5,0
CEBAF - Tumbes,BOSNIA Y HERZEGOVINA,2020,5,0
CEBAF - Tumbes,CHIPRE,2020,5,0
CEBAF - Tumbes,ESTONIA,2020,5,0
CEBAF - Tumbes,EX R.YUG.MACEDONIA,2020,5,0
CEBAF - Tumbes,GROENLANDIA,2020,5,0
CEBAF - Tumbes,ISLANDIA,2020,5,0
CEBAF - Tumbes,LETONIA,2020,5,0
CEBAF - Tumbes,LIECHTENSTEIN,2020,5,0
CEBAF - Tumbes,MALTA,2020,5,0
CEBAF - Tumbes,MONACO,2020,5,0
CEBAF - Tumbes,R.F.YUGOSLAVIA,2020,5,0
CEBAF - Tumbes,REP.MOLDOVA,2020,5,0
CEBAF - Tumbes,SAN MARINO,2020,5,0
CEBAF - Tumbes,VATICANO,2020,5,0
CEBAF - Tumbes,RUMANIA,2020,5,0
CEBAF - Tumbes,UCRANIA,2020,5,0
CEBAF - Tumbes,SUECIA,2020,5,0
CEBAF - Tumbes,SUIZA,2020,5,0
CEBAF - Tumbes,RUSIA,2020,5,0
CEBAF - Tumbes,ALEMANIA,2020,11,0
CEBAF - Tumbes,BELGICA,2020,11,0
CEBAF - Tumbes,ESPAÑA,2020,11,0
CEBAF - Tumbes,FRANCIA,2020,11,0
CEBAF - Tumbes,ITALIA,2020,11,0
CEBAF - Tumbes,PAISES BAJOS (Holanda),2020,11,0
CEBAF - Tumbes,PORTUGAL,2020,11,0
CEBAF - Tumbes,REINO UNIDO,2020,11,0
CEBAF - Tumbes,AUSTRIA,2020,11,0
CEBAF - Tumbes,BELORUSIA,2020,11,0
CEBAF - Tumbes,BULGARIA,2020,11,0
CEBAF - Tumbes,DINAMARCA,2020,11,0
CEBAF - Tumbes,FINLANDIA,2020,11,0
CEBAF - Tumbes,GRECIA,2020,11,0
CEBAF - Tumbes,IRLANDA,2020,11,0
CEBAF - Tumbes,LUXEMBURGO,2020,11,0
CEBAF - Tumbes,NORUEGA,2020,11,0
CEBAF - Tumbes,POLONIA,2020,11,0
CEBAF - Tumbes,REP.CHECA,2020,11,0
CEBAF - Tumbes,CROACIA,2020,11,0
CEBAF - Tumbes,ESLOVAQUIA,2020,11,0
CEBAF - Tumbes,ESLOVENIA,2020,11,0
CEBAF - Tumbes,HUNGRIA,2020,11,0
CEBAF - Tumbes,LITUANIA,2020,11,0
CEBAF - Tumbes,ALBANIA,2020,11,0
CEBAF - Tumbes,ANDORRA,2020,11,0
CEBAF - Tumbes,BOSNIA Y HERZEGOVINA,2020,11,0
CEBAF - Tumbes,CHIPRE,2020,11,0
CEBAF - Tumbes,ESTONIA,2020,11,0
CEBAF - Tumbes,EX R.YUG.MACEDONIA,2020,11,0
CEBAF - Tumbes,GROENLANDIA,2020,11,0
CEBAF - Tumbes,ISLANDIA,2020,11,0
CEBAF - Tumbes,LETONIA,2020,11,0
CEBAF - Tumbes,LIECHTENSTEIN,2020,11,0
CEBAF - Tumbes,MALTA,2020,11,0
CEBAF - Tumbes,MONACO,2020,11,0
CEBAF - Tumbes,R.F.YUGOSLAVIA,2020,11,0
CEBAF - Tumbes,REP.MOLDOVA,2020,11,0
CEBAF - Tumbes,SAN MARINO,2020,11,0
CEBAF - Tumbes,VATICANO,2020,11,0
CEBAF - Tumbes,RUMANIA,2020,11,0
CEBAF - Tumbes,UCRANIA,2020,11,0
CEBAF - Tumbes,SUECIA,2020,11,0
CEBAF - Tumbes,SUIZA,2020,11,0
CEBAF - Tumbes,RUSIA,2020,11,0
CEBAF - Tumbes,ALEMANIA,2020,10,0
CEBAF - Tumbes,BELGICA,2020,10,0
CEBAF - Tumbes,ESPAÑA,2020,10,0
CEBAF - Tumbes,FRANCIA,2020,10,0
CEBAF - Tumbes,ITALIA,2020,10,0
CEBAF - Tumbes,PAISES BAJOS (Holanda),2020,10,0
CEBAF - Tumbes,PORTUGAL,2020,10,0
CEBAF - Tumbes,REINO UNIDO,2020,10,0
CEBAF - Tumbes,AUSTRIA,2020,10,0
CEBAF - Tumbes,BELORUSIA,2020,10,0
CEBAF - Tumbes,BULGARIA,2020,10,0
CEBAF - Tumbes,DINAMARCA,2020,10,0
CEBAF - Tumbes,FINLANDIA,2020,10,0
CEBAF - Tumbes,GRECIA,2020,10,0
CEBAF - Tumbes,IRLANDA,2020,10,0
CEBAF - Tumbes,LUXEMBURGO,2020,10,0
CEBAF - Tumbes,NORUEGA,2020,10,0
CEBAF - Tumbes,POLONIA,2020,10,0
CEBAF - Tumbes,REP.CHECA,2020,10,0
CEBAF - Tumbes,CROACIA,2020,10,0
CEBAF - Tumbes,ESLOVAQUIA,2020,10,0
CEBAF - Tumbes,ESLOVENIA,2020,10,0
CEBAF - Tumbes,HUNGRIA,2020,10,0
CEBAF - Tumbes,LITUANIA,2020,10,0
CEBAF - Tumbes,ALBANIA,2020,10,0
CEBAF - Tumbes,ANDORRA,2020,10,0
CEBAF - Tumbes,BOSNIA Y HERZEGOVINA,2020,10,0
CEBAF - Tumbes,CHIPRE,2020,10,0
CEBAF - Tumbes,ESTONIA,2020,10,0
CEBAF - Tumbes,EX R.YUG.MACEDONIA,2020,10,0
CEBAF - Tumbes,GROENLANDIA,2020,10,0
CEBAF - Tumbes,ISLANDIA,2020,10,0
CEBAF - Tumbes,LETONIA,2020,10,0
CEBAF - Tumbes,LIECHTENSTEIN,2020,10,0
CEBAF - Tumbes,MALTA,2020,10,0
CEBAF - Tumbes,MONACO,2020,10,0
CEBAF - Tumbes,R.F.YUGOSLAVIA,2020,10,0
CEBAF - Tumbes,REP.MOLDOVA,2020,10,0
CEBAF - Tumbes,SAN MARINO,2020,10,0
CEBAF - Tumbes,VATICANO,2020,10,0
CEBAF - Tumbes,RUMANIA,2020,10,0
CEBAF - Tumbes,UCRANIA,2020,10,0
CEBAF - Tumbes,SUECIA,2020,10,0
CEBAF - Tumbes,SUIZA,2020,10,0
CEBAF - Tumbes,RUSIA,2020,10,0
CEBAF - Tumbes,ALEMANIA,2020,9,0
CEBAF - Tumbes,BELGICA,2020,9,0
CEBAF - Tumbes,ESPAÑA,2020,9,0
CEBAF - Tumbes,FRANCIA,2020,9,0
CEBAF - Tumbes,ITALIA,2020,9,0
CEBAF - Tumbes,PAISES BAJOS (Holanda),2020,9,0
CEBAF - Tumbes,PORTUGAL,2020,9,0
CEBAF - Tumbes,REINO UNIDO,2020,9,0
CEBAF - Tumbes,AUSTRIA,2020,9,0
CEBAF - Tumbes,BELORUSIA,2020,9,0
CEBAF - Tumbes,BULGARIA,2020,9,0
CEBAF - Tumbes,DINAMARCA,2020,9,0
CEBAF - Tumbes,FINLANDIA,2020,9,0
CEBAF - Tumbes,GRECIA,2020,9,0
CEBAF - Tumbes,IRLANDA,2020,9,0
CEBAF - Tumbes,LUXEMBURGO,2020,9,0
CEBAF - Tumbes,NORUEGA,2020,9,0
CEBAF - Tumbes,POLONIA,2020,9,0
CEBAF - Tumbes,REP.CHECA,2020,9,0
CEBAF - Tumbes,CROACIA,2020,9,0
CEBAF - Tumbes,ESLOVAQUIA,2020,9,0
CEBAF - Tumbes,ESLOVENIA,2020,9,0
CEBAF - Tumbes,HUNGRIA,2020,9,0
CEBAF - Tumbes,LITUANIA,2020,9,0
CEBAF - Tumbes,ALBANIA,2020,9,0
CEBAF - Tumbes,ANDORRA,2020,9,0
CEBAF - Tumbes,BOSNIA Y HERZEGOVINA,2020,9,0
CEBAF - Tumbes,CHIPRE,2020,9,0
CEBAF - Tumbes,ESTONIA,2020,9,0
CEBAF - Tumbes,EX R.YUG.MACEDONIA,2020,9,0
CEBAF - Tumbes,GROENLANDIA,2020,9,0
CEBAF - Tumbes,ISLANDIA,2020,9,0
CEBAF - Tumbes,LETONIA,2020,9,0
CEBAF - Tumbes,LIECHTENSTEIN,2020,9,0
CEBAF - Tumbes,MALTA,2020,9,0
CEBAF - Tumbes,MONACO,2020,9,0
CEBAF - Tumbes,R.F.YUGOSLAVIA,2020,9,0
CEBAF - Tumbes,REP.MOLDOVA,2020,9,0
CEBAF - Tumbes,SAN MARINO,2020,9,0
CEBAF - Tumbes,VATICANO,2020,9,0
CEBAF - Tumbes,RUMANIA,2020,9,0
CEBAF - Tumbes,UCRANIA,2020,9,0
CEBAF - Tumbes,SUECIA,2020,9,0
CEBAF - Tumbes,SUIZA,2020,9,0
CEBAF - Tumbes,RUSIA,2020,9,0
CEBAF - Tumbes,AUSTRALIA,2020,4,0
CEBAF - Tumbes,NUEVA ZELANDIA,2020,4,0
CEBAF - Tumbes,PAPUA (NG),2020,4,0
CEBAF - Tumbes,FIJI,2020,4,0
CEBAF - Tumbes,ISLAND MARSHALL,2020,4,0
CEBAF - Tumbes,KIRIBATI,2020,4,0
CEBAF - Tumbes,NAURU,2020,4,0
CEBAF - Tumbes,SALOMON ISLA,2020,4,0
Desaguadero,EE.UU,2025,6,127
Desaguadero,CANADA,2025,3,61
Desaguadero,EE.UU,2025,3,90
Desaguadero,CANADA,2025,5,60
Desaguadero,EE.UU,2025,5,137
Desaguadero,CANADA,2025,11,
Desaguadero,EE.UU,2025,11,
Desaguadero,CANADA,2025,10,
Desaguadero,EE.UU,2025,10,
Desaguadero,CANADA,2025,9,
Desaguadero,EE.UU,2025,9,
Desaguadero,BRASIL,2025,4,229
Desaguadero,ARGENTINA,2025,4,305
Desaguadero,PARAGUAY,2025,4,140
Desaguadero,GUYANA,2025,4,0
Desaguadero,SURINAM,2025,4,0
Desaguadero,URUGUAY,2025,4,40
Desaguadero,VENEZUELA,2025,4,0
Desaguadero,BRASIL,2025,8,
Desaguadero,ARGENTINA,2025,8,
Desaguadero,PARAGUAY,2025,8,
Desaguadero,GUYANA,2025,8,
Desaguadero,SURINAM,2025,8,
Desaguadero,URUGUAY,2025,8,
Desaguadero,VENEZUELA,2025,8,
Desaguadero,BRASIL,2025,12,
Desaguadero,ARGENTINA,2025,12,
Desaguadero,PARAGUAY,2025,12,
Desaguadero,GUYANA,2025,12,
Desaguadero,SURINAM,2025,12,
Desaguadero,URUGUAY,2025,12,
Desaguadero,VENEZUELA,2025,12,
Desaguadero,BRASIL,2025,1,521
Desaguadero,ARGENTINA,2025,1,1427
Desaguadero,PARAGUAY,2025,1,129
Desaguadero,GUYANA,2025,1,0
Desaguadero,SURINAM,2025,1,0
Desaguadero,URUGUAY,2025,1,22
Desaguadero,VENEZUELA,2025,1,0
Desaguadero,BRASIL,2025,2,95
Desaguadero,ARGENTINA,2025,2,529
Desaguadero,PARAGUAY,2025,2,63
Desaguadero,GUYANA,2025,2,0
Desaguadero,SURINAM,2025,2,0
Desaguadero,URUGUAY,2025,2,4
Desaguadero,VENEZUELA,2025,2,0
Desaguadero,BRASIL,2025,7,
Desaguadero,ARGENTINA,2025,7,
Desaguadero,PARAGUAY,2025,7,
Desaguadero,GUYANA,2025,7,
Desaguadero,SURINAM,2025,7,
Desaguadero,URUGUAY,2025,7,
Desaguadero,VENEZUELA,2025,7,
Desaguadero,BRASIL,2025,6,140
Desaguadero,ARGENTINA,2025,6,331
Desaguadero,PARAGUAY,2025,6,20
Desaguadero,GUYANA,2025,6,2
Desaguadero,SURINAM,2025,6,0
Desaguadero,URUGUAY,2025,6,17
Desaguadero,VENEZUELA,2025,6,0
Desaguadero,BRASIL,2025,3,117
Desaguadero,ARGENTINA,2025,3,310
Desaguadero,PARAGUAY,2025,3,18
Desaguadero,GUYANA,2025,3,0
Desaguadero,SURINAM,2025,3,0
Desaguadero,URUGUAY,2025,3,3
Desaguadero,VENEZUELA,2025,3,0
Desaguadero,BRASIL,2025,5,147
Desaguadero,ARGENTINA,2025,5,363
Desaguadero,PARAGUAY,2025,5,15
Desaguadero,GUYANA,2025,5,0
Desaguadero,SURINAM,2025,5,0
Desaguadero,URUGUAY,2025,5,6
Desaguadero,VENEZUELA,2025,5,0
Desaguadero,BRASIL,2025,11,
Desaguadero,ARGENTINA,2025,11,
Desaguadero,PARAGUAY,2025,11,
Desaguadero,GUYANA,2025,11,
Desaguadero,SURINAM,2025,11,
Desaguadero,URUGUAY,2025,11,
Desaguadero,VENEZUELA,2025,11,
Desaguadero,BRASIL,2025,10,
Desaguadero,ARGENTINA,2025,10,
Desaguadero,PARAGUAY,2025,10,
Desaguadero,GUYANA,2025,10,
Desaguadero,SURINAM,2025,10,
Desaguadero,URUGUAY,2025,10,
Desaguadero,VENEZUELA,2025,10,
Desaguadero,BRASIL,2025,9,
Desaguadero,ARGENTINA,2025,9,
Desaguadero,PARAGUAY,2025,9,
Desaguadero,GUYANA,2025,9,
Desaguadero,SURINAM,2025,9,
Desaguadero,URUGUAY,2025,9,
Desaguadero,VENEZUELA,2025,9,
Desaguadero,BRUNEI,2025,4,0
Desaguadero,CHINA (R.P),2025,4,33
Desaguadero,COREA DEL SUR,2025,4,10
Desaguadero,FILIPINAS,2025,4,12
Desaguadero,HONG KONG,2025,4,13
Desaguadero,INDONESIA,2025,4,0
Desaguadero,JAPON,2025,4,24
Desaguadero,MALASIA,2025,4,24
Desaguadero,EMIRATOS ARABES UNIDOS,2025,4,0
Desaguadero,INDIA,2025,4,6
Desaguadero,ISRAEL,2025,4,392
Desaguadero,IRAK,2025,4,0
Desaguadero,KATAR,2025,4,0
Desaguadero,AFGHANISTAN,2025,4,0
Desaguadero,ARABIA SAUDITA,2025,4,1
Desaguadero,ARMENIA,2025,4,0
Desaguadero,AZERBAIYAN,2025,4,0
Desaguadero,BAHREIN,2025,4,0
Desaguadero,BANGLADESH,2025,4,0
Desaguadero,BHUTAN,2025,4,0
Desaguadero,CAMBOYA,2025,4,0
Desaguadero,CEYLAN,2025,4,0
Desaguadero,COREA DEL NORTE,2025,4,0
Desaguadero,GEORGIA,2025,4,1
Desaguadero,IRAN,2025,4,1
Desaguadero,JORDANIA,2025,4,0
Desaguadero,KAZAJSTAN,2025,4,0
Desaguadero,KIRGUISTAN,2025,4,0
Desaguadero,KUWAIT,2025,4,0
Desaguadero,LAOS,2025,4,0
Desaguadero,LIBANO,2025,4,0
Desaguadero,MALDIVAS,2025,4,0
Desaguadero,MONGOLIA,2025,4,1
Desaguadero,MYANMAR,2025,4,0
Desaguadero,NEPAL,2025,4,0
Desaguadero,OMAN,2025,4,0
Desaguadero,PAKISTAN,2025,4,1
Desaguadero,PALESTINA,2025,4,0
Desaguadero,SIKKIM,2025,4,0
Desaguadero,SIRIA,2025,4,1
Desaguadero,SRI LANKA,2025,4,0
Desaguadero,TAYIKISTAN,2025,4,0
Desaguadero,TURKMENISTAN,2025,4,0
Desaguadero,UZBEKISTAN,2025,4,0
Desaguadero,YEMEN,2025,4,0
Desaguadero,TURQUIA,2025,4,63
Desaguadero,SINGAPUR,2025,4,0
Desaguadero,TAILANDIA,2025,4,6
Desaguadero,TAIWAN,2025,4,5
Desaguadero,VIETNAM,2025,4,2
Desaguadero,BRUNEI,2025,8,
Desaguadero,CHINA (R.P),2025,8,
Desaguadero,COREA DEL SUR,2025,8,
Desaguadero,FILIPINAS,2025,8,
Desaguadero,HONG KONG,2025,8,
Desaguadero,INDONESIA,2025,8,
Desaguadero,JAPON,2025,8,
Desaguadero,MALASIA,2025,8,
Desaguadero,EMIRATOS ARABES UNIDOS,2025,8,
Desaguadero,INDIA,2025,8,
Desaguadero,ISRAEL,2025,8,
Desaguadero,IRAK,2025,8,
Desaguadero,KATAR,2025,8,
Desaguadero,AFGHANISTAN,2025,8,
Desaguadero,ARABIA SAUDITA,2025,8,
Desaguadero,ARMENIA,2025,8,
Desaguadero,AZERBAIYAN,2025,8,
Desaguadero,BAHREIN,2025,8,
Desaguadero,BANGLADESH,2025,8,
Desaguadero,BHUTAN,2025,8,
Desaguadero,CAMBOYA,2025,8,
Desaguadero,CEYLAN,2025,8,
Desaguadero,COREA DEL NORTE,2025,8,
Desaguadero,GEORGIA,2025,8,
Desaguadero,IRAN,2025,8,
Desaguadero,JORDANIA,2025,8,
Desaguadero,KAZAJSTAN,2025,8,
Desaguadero,KIRGUISTAN,2025,8,
Desaguadero,KUWAIT,2025,8,
Desaguadero,LAOS,2025,8,
Desaguadero,LIBANO,2025,8,
Desaguadero,MALDIVAS,2025,8,
Desaguadero,MONGOLIA,2025,8,
Desaguadero,MYANMAR,2025,8,
Desaguadero,NEPAL,2025,8,
Desaguadero,OMAN,2025,8,
Desaguadero,PAKISTAN,2025,8,
Desaguadero,PALESTINA,2025,8,
Desaguadero,SIKKIM,2025,8,
Desaguadero,SIRIA,2025,8,
Desaguadero,SRI LANKA,2025,8,
Desaguadero,TAYIKISTAN,2025,8,
Desaguadero,TURKMENISTAN,2025,8,
Desaguadero,UZBEKISTAN,2025,8,
Desaguadero,YEMEN,2025,8,
Desaguadero,TURQUIA,2025,8,
Desaguadero,SINGAPUR,2025,8,
Desaguadero,TAILANDIA,2025,8,
Desaguadero,TAIWAN,2025,8,
Desaguadero,VIETNAM,2025,8,
Desaguadero,BRUNEI,2025,12,
Desaguadero,CHINA (R.P),2025,12,
Desaguadero,COREA DEL SUR,2025,12,
Desaguadero,FILIPINAS,2025,12,
Desaguadero,HONG KONG,2025,12,
Desaguadero,INDONESIA,2025,12,
Desaguadero,JAPON,2025,12,
Desaguadero,MALASIA,2025,12,
Desaguadero,EMIRATOS ARABES UNIDOS,2025,12,
Desaguadero,INDIA,2025,12,
Desaguadero,ISRAEL,2025,12,
Desaguadero,IRAK,2025,12,
Desaguadero,KATAR,2025,12,
Desaguadero,AFGHANISTAN,2025,12,
Desaguadero,ARABIA SAUDITA,2025,12,
Desaguadero,ARMENIA,2025,12,
Desaguadero,AZERBAIYAN,2025,12,
Desaguadero,BAHREIN,2025,12,
Desaguadero,BANGLADESH,2025,12,
Desaguadero,BHUTAN,2025,12,
Desaguadero,CAMBOYA,2025,12,
Desaguadero,CEYLAN,2025,12,
Desaguadero,COREA DEL NORTE,2025,12,
Desaguadero,GEORGIA,2025,12,
Desaguadero,IRAN,2025,12,
Desaguadero,JORDANIA,2025,12,
Desaguadero,KAZAJSTAN,2025,12,
Desaguadero,KIRGUISTAN,2025,12,
Desaguadero,KUWAIT,2025,12,
Desaguadero,LAOS,2025,12,
Desaguadero,LIBANO,2025,12,
Desaguadero,MALDIVAS,2025,12,
Desaguadero,MONGOLIA,2025,12,
Desaguadero,MYANMAR,2025,12,
Desaguadero,NEPAL,2025,12,
Desaguadero,OMAN,2025,12,
Desaguadero,PAKISTAN,2025,12,
Desaguadero,PALESTINA,2025,12,
Desaguadero,SIKKIM,2025,12,
Desaguadero,SIRIA,2025,12,
Desaguadero,SRI LANKA,2025,12,
Desaguadero,TAYIKISTAN,2025,12,
Desaguadero,TURKMENISTAN,2025,12,
Desaguadero,UZBEKISTAN,2025,12,
Desaguadero,YEMEN,2025,12,
Desaguadero,TURQUIA,2025,12,
Desaguadero,SINGAPUR,2025,12,
Desaguadero,TAILANDIA,2025,12,
Desaguadero,TAIWAN,2025,12,
Desaguadero,VIETNAM,2025,12,
Desaguadero,BRUNEI,2025,1,0
Desaguadero,CHINA (R.P),2025,1,64
Desaguadero,COREA DEL SUR,2025,1,38
Desaguadero,FILIPINAS,2025,1,3
Desaguadero,HONG KONG,2025,1,7
Desaguadero,INDONESIA,2025,1,0
Desaguadero,JAPON,2025,1,34
Desaguadero,MALASIA,2025,1,0
Desaguadero,EMIRATOS ARABES UNIDOS,2025,1,0
Desaguadero,INDIA,2025,1,0
Desaguadero,ISRAEL,2025,1,16
Desaguadero,IRAK,2025,1,0
Desaguadero,KATAR,2025,1,0
Desaguadero,AFGHANISTAN,2025,1,0
Desaguadero,ARABIA SAUDITA,2025,1,0
Desaguadero,ARMENIA,2025,1,1
Desaguadero,AZERBAIYAN,2025,1,0
Desaguadero,BAHREIN,2025,1,0
Desaguadero,BANGLADESH,2025,1,0
Desaguadero,BHUTAN,2025,1,0
Desaguadero,CAMBOYA,2025,1,0
Desaguadero,CEYLAN,2025,1,0
Desaguadero,COREA DEL NORTE,2025,1,0
Desaguadero,GEORGIA,2025,1,0
Desaguadero,IRAN,2025,1,0
Desaguadero,JORDANIA,2025,1,0
Desaguadero,KAZAJSTAN,2025,1,0
Desaguadero,KIRGUISTAN,2025,1,0
Desaguadero,KUWAIT,2025,1,0
Desaguadero,LAOS,2025,1,0
Desaguadero,LIBANO,2025,1,0
Desaguadero,MALDIVAS,2025,1,0
Desaguadero,MONGOLIA,2025,1,0
Desaguadero,MYANMAR,2025,1,0
Desaguadero,NEPAL,2025,1,0
Desaguadero,OMAN,2025,1,0
Desaguadero,PAKISTAN,2025,1,0
Desaguadero,PALESTINA,2025,1,0
Desaguadero,SIKKIM,2025,1,0
Desaguadero,SIRIA,2025,1,0
Desaguadero,SRI LANKA,2025,1,0
Desaguadero,TAYIKISTAN,2025,1,0
Desaguadero,TURKMENISTAN,2025,1,0
Desaguadero,UZBEKISTAN,2025,1,0
Desaguadero,YEMEN,2025,1,0
Desaguadero,TURQUIA,2025,1,45
